activity_id,athlete_id,activity_date,week_number,days_before_race,activity_type,distance_km,duration_min,pace_min_per_km,avg_heart_rate,max_heart_rate,elevation_gain_m,calories,weekly_km,weekly_duration_min,weekly_run_count,weekly_avg_pace,weekly_avg_hr,weekly_elevation_gain_m,longest_run_km,rolling_4w_km,avg_weekly_km_last_4w,active_weeks_last_4w,rolling_4w_duration_min,athlete_profile,training_scenario,sex,age,estimated_max_hr,source,race_10k_finish_time_min,race_10k_finish_time_seconds,race_10k_finish_time_hhmmss,race_10k_pace_min_per_km
ACT001950,A046,2026-03-25,12,12,easy_run,15.08,63.25,4.19,134,151,111.1,874,59.09,232.34,4.0,3.9331105093924514,152.5,638.0,21.38,218.16,54.54,4.0,890.88,advanced,inconsistent,F,27,199,synthetic_v1,37.14,2229.0,00:37:09,3.71
ACT001951,A046,2026-03-26,12,11,tempo_run,15.21,55.78,3.67,171,187,268.1,1138,59.09,232.34,4.0,3.9331105093924514,152.5,638.0,21.38,218.16,54.54,4.0,890.88,advanced,inconsistent,F,27,199,synthetic_v1,37.14,2229.0,00:37:09,3.71
ACT001952,A046,2026-03-28,12,9,tempo_run,7.42,27.43,3.7,168,178,214.5,441,59.09,232.34,4.0,3.9331105093924514,152.5,638.0,21.38,218.16,54.54,4.0,890.88,advanced,inconsistent,F,27,199,synthetic_v1,37.14,2229.0,00:37:09,3.71
ACT001953,A046,2026-03-29,12,8,long_run,21.38,85.88,4.02,137,147,44.3,1528,59.09,232.34,4.0,3.9331105093924514,152.5,638.0,21.38,218.16,54.54,4.0,890.88,advanced,inconsistent,F,27,199,synthetic_v1,37.14,2229.0,00:37:09,3.71
ACT001954,A046,2026-03-31,13,6,recovery_run,15.03,65.23,4.34,117,136,135.9,993,24.13,99.99000000000001,3.0,4.144517198508081,139.0,183.0,15.03,194.08999999999997,48.522499999999994,4.0,796.91,advanced,inconsistent,F,27,199,synthetic_v1,37.14,2229.0,00:37:09,3.71
ACT001955,A046,2026-04-03,13,3,easy_run,2.0,8.72,4.36,137,155,34.6,122,24.13,99.99000000000001,3.0,4.144517198508081,139.0,183.0,15.03,194.08999999999997,48.522499999999994,4.0,796.91,advanced,inconsistent,F,27,199,synthetic_v1,37.14,2229.0,00:37:09,3.71
ACT001956,A046,2026-04-05,13,1,interval_run,7.1,26.04,3.67,163,183,12.5,400,24.13,99.99000000000001,3.0,4.144517198508081,139.0,183.0,15.03,194.08999999999997,48.522499999999994,4.0,796.91,advanced,inconsistent,F,27,199,synthetic_v1,37.14,2229.0,00:37:09,3.71
ACT001957,A047,2026-01-05,1,91,easy_run,15.15,80.97,5.35,144,163,36.0,1177,41.75,224.49,5.0,5.37694131736527,143.2,209.3,15.15,41.75,41.75,1.0,224.49,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001958,A047,2026-01-07,1,89,easy_run,8.58,46.89,5.46,136,146,74.8,629,41.75,224.49,5.0,5.37694131736527,143.2,209.3,15.15,41.75,41.75,1.0,224.49,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001959,A047,2026-01-08,1,88,tempo_run,2.55,13.17,5.17,163,172,23.3,212,41.75,224.49,5.0,5.37694131736527,143.2,209.3,15.15,41.75,41.75,1.0,224.49,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001960,A047,2026-01-10,1,86,easy_run,2.0,11.34,5.67,138,152,10.6,155,41.75,224.49,5.0,5.37694131736527,143.2,209.3,15.15,41.75,41.75,1.0,224.49,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001961,A047,2026-01-11,1,85,long_run,13.47,72.12,5.35,135,157,64.6,1069,41.75,224.49,5.0,5.37694131736527,143.2,209.3,15.15,41.75,41.75,1.0,224.49,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001962,A047,2026-01-14,2,82,easy_run,10.56,60.42,5.72,141,149,5.4,889,43.34,234.37,5.0,5.40898015689894,141.6,155.0,12.72,85.09,42.545,2.0,458.86,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001963,A047,2026-01-15,2,81,easy_run,10.59,56.52,5.34,132,146,32.8,814,43.34,234.37,5.0,5.40898015689894,141.6,155.0,12.72,85.09,42.545,2.0,458.86,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001964,A047,2026-01-16,2,80,recovery_run,2.0,11.5,5.75,125,147,7.8,128,43.34,234.37,5.0,5.40898015689894,141.6,155.0,12.72,85.09,42.545,2.0,458.86,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001965,A047,2026-01-17,2,79,tempo_run,7.47,36.9,4.94,166,176,30.5,535,43.34,234.37,5.0,5.40898015689894,141.6,155.0,12.72,85.09,42.545,2.0,458.86,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001966,A047,2026-01-18,2,78,long_run,12.72,69.03,5.43,144,154,78.5,1056,43.34,234.37,5.0,5.40898015689894,141.6,155.0,12.72,85.09,42.545,2.0,458.86,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001967,A047,2026-01-21,3,75,easy_run,2.58,13.31,5.16,133,144,9.7,181,40.33,217.89999999999998,4.0,5.399518968509795,128.25,409.8,18.3,125.42,41.806666666666665,3.0,676.76,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001968,A047,2026-01-23,3,73,recovery_run,5.61,33.26,5.92,113,122,2.3,395,40.33,217.89999999999998,4.0,5.399518968509795,128.25,409.8,18.3,125.42,41.806666666666665,3.0,676.76,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001969,A047,2026-01-24,3,72,easy_run,18.3,100.19,5.47,129,143,128.7,1472,40.33,217.89999999999998,4.0,5.399518968509795,128.25,409.8,18.3,125.42,41.806666666666665,3.0,676.76,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001970,A047,2026-01-25,3,71,easy_run,13.84,71.14,5.14,138,148,269.1,1116,40.33,217.89999999999998,4.0,5.399518968509795,128.25,409.8,18.3,125.42,41.806666666666665,3.0,676.76,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001971,A047,2026-01-28,4,68,easy_run,13.92,76.02,5.46,133,149,245.9,1041,32.94,179.87,3.0,5.459095324833029,143.33333333333334,298.8,13.92,158.36,39.59,4.0,856.63,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001972,A047,2026-01-30,4,66,easy_run,10.49,61.72,5.88,139,162,41.5,697,32.94,179.87,3.0,5.459095324833029,143.33333333333334,298.8,13.92,158.36,39.59,4.0,856.63,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001973,A047,2026-02-01,4,64,tempo_run,8.53,42.13,4.94,158,176,11.4,649,32.94,179.87,3.0,5.459095324833029,143.33333333333334,298.8,13.92,158.36,39.59,4.0,856.63,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001974,A047,2026-02-02,5,63,easy_run,4.62,25.77,5.58,133,144,46.2,324,29.25,162.16,4.0,5.5471076923076925,144.25,231.7,10.81,145.86,36.465,4.0,794.3,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001975,A047,2026-02-03,5,62,tempo_run,5.27,26.45,5.02,162,177,26.5,362,29.25,162.16,4.0,5.5471076923076925,144.25,231.7,10.81,145.86,36.465,4.0,794.3,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001976,A047,2026-02-06,5,59,hill_run,8.55,49.56,5.8,149,171,101.5,682,29.25,162.16,4.0,5.5471076923076925,144.25,231.7,10.81,145.86,36.465,4.0,794.3,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001977,A047,2026-02-08,5,57,long_run,10.81,60.38,5.59,133,150,57.5,867,29.25,162.16,4.0,5.5471076923076925,144.25,231.7,10.81,145.86,36.465,4.0,794.3,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001978,A047,2026-02-09,6,56,hill_run,3.68,20.44,5.55,163,175,107.9,277,43.25,234.20000000000002,5.0,5.412929479768787,146.8,405.8,15.24,145.76999999999998,36.442499999999995,4.0,794.13,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001979,A047,2026-02-12,6,53,easy_run,2.0,11.08,5.54,143,160,3.4,126,43.25,234.20000000000002,5.0,5.412929479768787,146.8,405.8,15.24,145.76999999999998,36.442499999999995,4.0,794.13,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001980,A047,2026-02-13,6,52,tempo_run,7.91,39.08,4.94,169,177,51.2,571,43.25,234.20000000000002,5.0,5.412929479768787,146.8,405.8,15.24,145.76999999999998,36.442499999999995,4.0,794.13,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001981,A047,2026-02-14,6,51,recovery_run,15.24,83.2,5.46,122,143,67.2,1087,43.25,234.20000000000002,5.0,5.412929479768787,146.8,405.8,15.24,145.76999999999998,36.442499999999995,4.0,794.13,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001982,A047,2026-02-15,6,50,long_run,14.42,80.4,5.57,137,153,176.1,1048,43.25,234.20000000000002,5.0,5.412929479768787,146.8,405.8,15.24,145.76999999999998,36.442499999999995,4.0,794.13,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001983,A047,2026-02-17,7,48,tempo_run,5.89,29.09,4.94,153,166,60.4,461,37.72,206.3,4.0,5.471630434782609,143.25,267.0,12.4,143.16,35.79,4.0,782.53,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001984,A047,2026-02-19,7,46,easy_run,12.17,67.23,5.53,140,158,111.6,763,37.72,206.3,4.0,5.471630434782609,143.25,267.0,12.4,143.16,35.79,4.0,782.53,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001985,A047,2026-02-20,7,45,easy_run,7.26,40.77,5.62,133,141,48.3,473,37.72,206.3,4.0,5.471630434782609,143.25,267.0,12.4,143.16,35.79,4.0,782.53,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001986,A047,2026-02-22,7,43,long_run,12.4,69.21,5.58,147,165,46.7,798,37.72,206.3,4.0,5.471630434782609,143.25,267.0,12.4,143.16,35.79,4.0,782.53,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001987,A047,2026-02-28,8,37,easy_run,10.33,56.83,5.5,136,156,22.0,690,10.33,56.83,1.0,5.5,136.0,22.0,10.33,120.55,30.1375,4.0,659.49,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001988,A047,2026-03-02,9,35,easy_run,20.03,111.73,5.58,142,163,38.3,1583,40.92,232.74,4.0,5.688299120234603,139.0,106.5,20.03,132.22,33.055,4.0,730.07,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001989,A047,2026-03-04,9,33,easy_run,2.1,11.58,5.51,143,165,1.7,155,40.92,232.74,4.0,5.688299120234603,139.0,106.5,20.03,132.22,33.055,4.0,730.07,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001990,A047,2026-03-05,9,32,easy_run,7.05,39.38,5.58,139,153,27.3,457,40.92,232.74,4.0,5.688299120234603,139.0,106.5,20.03,132.22,33.055,4.0,730.07,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001991,A047,2026-03-08,9,29,recovery_run,11.74,70.05,5.97,132,141,39.2,821,40.92,232.74,4.0,5.688299120234603,139.0,106.5,20.03,132.22,33.055,4.0,730.07,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001992,A047,2026-03-09,10,28,interval_run,8.42,41.59,4.94,160,182,32.7,551,31.61,165.75,5.0,5.24380892122746,152.0,161.7,11.07,120.58,30.145,4.0,661.62,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001993,A047,2026-03-10,10,27,easy_run,4.28,22.83,5.34,139,151,40.9,355,31.61,165.75,5.0,5.24380892122746,152.0,161.7,11.07,120.58,30.145,4.0,661.62,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001994,A047,2026-03-11,10,26,tempo_run,3.17,15.68,4.95,153,164,33.1,232,31.61,165.75,5.0,5.24380892122746,152.0,161.7,11.07,120.58,30.145,4.0,661.62,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001995,A047,2026-03-13,10,24,interval_run,4.67,23.08,4.94,175,183,20.3,393,31.61,165.75,5.0,5.24380892122746,152.0,161.7,11.07,120.58,30.145,4.0,661.62,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001996,A047,2026-03-15,10,22,long_run,11.07,62.57,5.65,133,143,34.7,760,31.61,165.75,5.0,5.24380892122746,152.0,161.7,11.07,120.58,30.145,4.0,661.62,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001997,A047,2026-03-17,11,20,easy_run,4.73,24.59,5.2,135,156,23.4,351,35.75,190.18,4.0,5.3187999999999995,142.5,211.8,12.82,118.61,29.6525,4.0,645.5,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001998,A047,2026-03-18,11,19,tempo_run,7.03,34.72,4.94,153,175,11.5,600,35.75,190.18,4.0,5.3187999999999995,142.5,211.8,12.82,118.61,29.6525,4.0,645.5,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT001999,A047,2026-03-19,11,18,recovery_run,12.82,73.1,5.7,124,138,103.3,945,35.75,190.18,4.0,5.3187999999999995,142.5,211.8,12.82,118.61,29.6525,4.0,645.5,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002000,A047,2026-03-22,11,15,tempo_run,11.17,57.77,5.17,158,173,73.6,934,35.75,190.18,4.0,5.3187999999999995,142.5,211.8,12.82,118.61,29.6525,4.0,645.5,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002001,A047,2026-03-24,12,13,easy_run,16.31,88.14,5.41,139,147,46.0,1347,43.4,238.57999999999998,5.0,5.498299539170508,139.0,653.5,16.31,151.68,37.92,4.0,827.25,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002002,A047,2026-03-25,12,12,easy_run,5.77,32.24,5.59,136,151,57.7,396,43.4,238.57999999999998,5.0,5.498299539170508,139.0,653.5,16.31,151.68,37.92,4.0,827.25,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002003,A047,2026-03-26,12,11,easy_run,5.16,28.86,5.59,136,154,63.1,354,43.4,238.57999999999998,5.0,5.498299539170508,139.0,653.5,16.31,151.68,37.92,4.0,827.25,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002004,A047,2026-03-28,12,9,easy_run,2.28,12.93,5.68,143,164,8.6,195,43.4,238.57999999999998,5.0,5.498299539170508,139.0,653.5,16.31,151.68,37.92,4.0,827.25,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002005,A047,2026-03-29,12,8,long_run,13.88,76.41,5.5,141,154,478.1,1055,43.4,238.57999999999998,5.0,5.498299539170508,139.0,653.5,16.31,151.68,37.92,4.0,827.25,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002006,A047,2026-03-30,13,7,easy_run,2.0,11.18,5.59,142,151,9.0,154,29.549999999999997,154.2,4.0,5.217360406091371,141.25,101.8,12.27,140.31,35.0775,4.0,748.7099999999999,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002007,A047,2026-03-31,13,6,tempo_run,12.27,60.61,4.94,163,183,34.3,766,29.549999999999997,154.2,4.0,5.217360406091371,141.25,101.8,12.27,140.31,35.0775,4.0,748.7099999999999,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002008,A047,2026-04-02,13,4,easy_run,7.6,39.04,5.14,137,152,48.8,531,29.549999999999997,154.2,4.0,5.217360406091371,141.25,101.8,12.27,140.31,35.0775,4.0,748.7099999999999,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002009,A047,2026-04-05,13,1,recovery_run,7.68,43.37,5.64,123,141,9.7,641,29.549999999999997,154.2,4.0,5.217360406091371,141.25,101.8,12.27,140.31,35.0775,4.0,748.7099999999999,intermediate,inconsistent,M,29,183,synthetic_v1,51.5,3090.0,00:51:30,5.15
ACT002010,A048,2026-01-10,1,86,easy_run,19.89,134.8,6.78,133,153,134.8,1166,19.89,134.8,1.0,6.780000000000001,133.0,134.8,19.89,19.89,19.89,1.0,134.8,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002011,A048,2026-01-17,2,79,recovery_run,15.08,104.41,6.92,112,125,41.4,1050,24.2,170.70999999999998,2.0,7.051900826446281,114.0,83.1,15.08,44.09,22.045,2.0,305.51,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002012,A048,2026-01-18,2,78,recovery_run,9.12,66.3,7.27,116,125,41.7,562,24.2,170.70999999999998,2.0,7.051900826446281,114.0,83.1,15.08,44.09,22.045,2.0,305.51,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002013,A048,2026-01-22,3,74,easy_run,21.31,141.53,6.64,126,136,392.2,1439,21.31,141.53,1.0,6.64,126.0,392.2,21.31,65.4,21.8,3.0,447.03999999999996,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002014,A048,2026-01-28,4,68,easy_run,19.41,134.98,6.95,136,154,237.6,1437,19.41,134.98,1.0,6.950000000000001,136.0,237.6,19.41,84.81,21.2025,4.0,582.02,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002015,A048,2026-02-03,5,62,easy_run,24.21,152.39,6.3,136,154,217.2,1638,24.21,152.39,1.0,6.3,136.0,217.2,24.21,89.13,22.2825,4.0,599.6099999999999,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002016,A048,2026-02-09,6,56,easy_run,22.02,151.76,6.89,127,149,28.3,1376,22.02,151.76,1.0,6.89,127.0,28.3,22.02,86.94999999999999,21.737499999999997,4.0,580.66,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002017,A048,2026-02-19,7,46,easy_run,20.55,138.13,6.72,131,154,256.5,1498,20.55,138.13,1.0,6.72,131.0,256.5,20.55,86.19,21.5475,4.0,577.26,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002018,A048,2026-02-26,8,39,easy_run,17.39,113.89,6.55,125,143,45.2,1255,17.39,113.89,1.0,6.55,125.0,45.2,17.39,84.17,21.0425,4.0,556.17,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002019,A048,2026-03-08,9,29,easy_run,21.46,145.44,6.78,125,143,117.8,1518,21.46,145.44,1.0,6.78,125.0,117.8,21.46,81.42,20.355,4.0,549.22,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002020,A048,2026-03-15,10,22,easy_run,21.6,145.35,6.73,134,156,157.9,1570,21.6,145.35,1.0,6.73,134.0,157.9,21.6,81.0,20.25,4.0,542.81,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002021,A048,2026-03-21,11,16,easy_run,23.27,153.39,6.59,136,151,130.5,1430,23.27,153.39,1.0,6.59,136.0,130.5,23.27,83.72,20.93,4.0,558.0699999999999,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002022,A048,2026-03-25,12,12,easy_run,10.73,72.99,6.8,129,150,77.8,799,10.73,72.99,1.0,6.8,129.0,77.8,10.73,77.06,19.265,4.0,517.17,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002023,A048,2026-04-03,13,3,easy_run,5.48,37.05,6.76,133,146,23.4,412,5.48,37.05,1.0,6.76,133.0,23.4,5.48,61.08,15.27,4.0,408.78,beginner,late_taper,F,33,182,synthetic_v1,59.92,3595.0,00:59:55,5.99
ACT002024,A049,2026-01-05,1,91,recovery_run,15.87,89.25,5.62,118,132,137.0,1134,42.28,224.35,5.0,5.303789025543992,130.2,380.1,15.87,42.28,42.28,1.0,224.35,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002025,A049,2026-01-06,1,90,recovery_run,8.9,49.26,5.53,108,120,144.0,733,42.28,224.35,5.0,5.303789025543992,130.2,380.1,15.87,42.28,42.28,1.0,224.35,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002026,A049,2026-01-07,1,89,easy_run,2.2,11.54,5.24,132,152,12.4,164,42.28,224.35,5.0,5.303789025543992,130.2,380.1,15.87,42.28,42.28,1.0,224.35,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002027,A049,2026-01-08,1,88,interval_run,4.87,22.14,4.54,164,185,49.6,318,42.28,224.35,5.0,5.303789025543992,130.2,380.1,15.87,42.28,42.28,1.0,224.35,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002028,A049,2026-01-11,1,85,long_run,10.44,52.16,5.0,129,140,37.1,850,42.28,224.35,5.0,5.303789025543992,130.2,380.1,15.87,42.28,42.28,1.0,224.35,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002029,A049,2026-01-12,2,84,easy_run,14.64,79.59,5.44,132,141,12.1,1247,53.83,294.55,3.0,5.471959873676388,121.0,170.9,20.37,96.11,48.055,2.0,518.9,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002030,A049,2026-01-15,2,81,recovery_run,20.37,116.13,5.7,109,124,48.2,1733,53.83,294.55,3.0,5.471959873676388,121.0,170.9,20.37,96.11,48.055,2.0,518.9,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002031,A049,2026-01-18,2,78,easy_run,18.82,98.83,5.25,122,145,110.6,1319,53.83,294.55,3.0,5.471959873676388,121.0,170.9,20.37,96.11,48.055,2.0,518.9,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002032,A049,2026-01-19,3,77,easy_run,10.28,53.34,5.19,120,131,118.7,836,51.43,269.98,4.0,5.249589733618511,127.5,375.0,20.27,147.54,49.18,3.0,788.8800000000001,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002033,A049,2026-01-21,3,75,easy_run,16.5,88.77,5.38,127,135,57.7,1149,51.43,269.98,4.0,5.249589733618511,127.5,375.0,20.27,147.54,49.18,3.0,788.8800000000001,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002034,A049,2026-01-22,3,74,tempo_run,4.38,21.26,4.85,142,153,27.2,341,51.43,269.98,4.0,5.249589733618511,127.5,375.0,20.27,147.54,49.18,3.0,788.8800000000001,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002035,A049,2026-01-25,3,71,long_run,20.27,106.61,5.26,121,134,171.4,1429,51.43,269.98,4.0,5.249589733618511,127.5,375.0,20.27,147.54,49.18,3.0,788.8800000000001,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002036,A049,2026-01-27,4,69,tempo_run,6.15,28.84,4.69,149,172,24.4,509,59.78,290.57,4.0,4.8587303445968555,133.75,481.5,25.82,207.32,51.83,4.0,1079.45,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002037,A049,2026-01-28,4,68,tempo_run,25.82,118.63,4.59,149,168,186.9,1734,59.78,290.57,4.0,4.8587303445968555,133.75,481.5,25.82,207.32,51.83,4.0,1079.45,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002038,A049,2026-01-30,4,66,easy_run,11.94,59.96,5.02,121,142,104.5,730,59.78,290.57,4.0,4.8587303445968555,133.75,481.5,25.82,207.32,51.83,4.0,1079.45,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002039,A049,2026-02-01,4,64,easy_run,15.87,83.14,5.24,116,125,165.7,1064,59.78,290.57,4.0,4.8587303445968555,133.75,481.5,25.82,207.32,51.83,4.0,1079.45,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002040,A049,2026-02-02,5,63,hill_run,10.94,59.86,5.47,143,159,429.3,752,56.14,296.42,4.0,5.278835055219095,129.5,741.8,18.4,221.18,55.295,4.0,1151.52,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002041,A049,2026-02-04,5,61,easy_run,11.7,58.03,4.96,133,145,62.8,846,56.14,296.42,4.0,5.278835055219095,129.5,741.8,18.4,221.18,55.295,4.0,1151.52,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002042,A049,2026-02-06,5,59,recovery_run,15.1,83.39,5.52,119,134,32.4,1280,56.14,296.42,4.0,5.278835055219095,129.5,741.8,18.4,221.18,55.295,4.0,1151.52,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002043,A049,2026-02-08,5,57,long_run,18.4,95.14,5.17,123,144,217.3,1180,56.14,296.42,4.0,5.278835055219095,129.5,741.8,18.4,221.18,55.295,4.0,1151.52,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002044,A049,2026-02-09,6,56,tempo_run,6.4,29.29,4.58,148,162,40.4,468,61.39,317.98,5.0,5.180918716403323,130.0,966.0999999999999,24.18,228.74,57.185,4.0,1174.95,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002045,A049,2026-02-10,6,55,easy_run,23.67,116.58,4.93,125,139,297.5,1573,61.39,317.98,5.0,5.180918716403323,130.0,966.0999999999999,24.18,228.74,57.185,4.0,1174.95,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
ACT002046,A049,2026-02-11,6,54,recovery_run,2.53,14.31,5.65,105,118,36.8,194,61.39,317.98,5.0,5.180918716403323,130.0,966.0999999999999,24.18,228.74,57.185,4.0,1174.95,intermediate,consistent,M,34,185,synthetic_v1,42.55,2553.0,00:42:33,4.26
